accommodates,bathrooms,bedrooms,beds,price,guests_included,availability_365,number_of_reviews,review_scores_rating,clusters,cluster
2,1.0,0.0,1.0,80.0,1,0,26,99.0,0,pink
4,1.0,2.0,2.0,300.0,3,262,10,96.0,3,
3,1.0,1.0,2.0,84.0,2,86,33,98.0,0,pink
2,1.0,1.0,1.0,99.0,1,0,9,100.0,0,pink
2,1.0,1.0,1.0,65.0,1,96,106,88.0,0,pink
2,1.0,1.0,1.0,65.0,1,0,1,80.0,0,pink
4,1.0,1.0,2.0,80.0,3,0,14,93.0,0,pink
6,2.0,4.0,3.0,450.0,1,11,6,100.0,1,purple
2,1.0,1.0,1.0,210.0,1,0,36,95.0,0,pink
2,1.0,1.0,1.0,90.0,1,0,1,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,28,21,97.0,0,pink
2,1.0,1.0,2.0,85.0,2,105,122,98.0,0,pink
2,1.0,1.0,2.0,95.0,2,0,2,100.0,0,pink
2,1.0,1.0,1.0,85.0,2,0,1,97.0,0,pink
2,1.0,1.0,1.0,99.0,2,46,5,84.0,0,pink
4,1.0,1.0,4.0,1200.0,1,333,12,87.0,1,purple
4,1.0,1.0,2.0,87.0,1,0,18,93.0,0,pink
2,1.0,1.0,1.0,120.0,1,0,25,94.0,0,pink
2,1.0,2.0,2.0,150.0,2,0,7,92.0,0,pink
4,1.0,1.0,2.0,90.0,1,0,9,82.0,0,pink
2,1.0,2.0,2.0,150.0,2,0,6,90.0,0,pink
2,1.5,1.0,1.0,165.0,1,0,33,99.0,0,pink
2,1.0,0.0,1.0,100.0,2,226,76,93.0,3,
2,1.0,1.0,1.0,120.0,1,0,16,90.0,0,pink
3,1.0,2.0,2.0,150.0,2,0,13,91.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,17,100.0,0,pink
3,1.0,1.0,1.0,95.0,2,114,17,90.0,0,pink
4,1.0,2.0,3.0,192.0,2,0,11,88.0,0,pink
2,1.5,1.0,1.0,80.0,1,0,5,96.0,0,pink
4,1.0,3.0,4.0,125.0,1,26,7,97.0,0,pink
2,1.0,1.0,1.0,130.0,1,0,6,100.0,0,pink
2,1.0,1.0,1.0,48.0,2,43,22,90.0,0,pink
2,1.0,1.0,1.0,80.0,1,22,28,100.0,0,pink
8,3.5,5.0,6.0,680.0,5,7,21,100.0,1,purple
2,1.0,1.0,1.0,85.0,1,0,9,100.0,0,pink
4,1.0,2.0,2.0,140.0,1,76,9,91.0,0,pink
2,1.0,1.0,1.0,89.0,1,5,29,95.0,0,pink
4,1.0,1.0,2.0,110.0,2,23,22,98.0,0,pink
4,1.0,3.0,4.0,165.0,1,5,46,99.0,0,pink
2,1.0,1.0,1.0,250.0,2,350,27,100.0,3,
4,1.0,2.0,4.0,110.0,1,0,3,100.0,0,pink
2,1.0,0.0,1.0,80.0,2,0,3,87.0,0,pink
4,1.0,2.0,2.0,120.0,1,0,22,90.0,0,pink
2,1.0,1.0,1.0,95.0,1,0,14,97.0,0,pink
6,1.5,2.0,4.0,265.0,4,331,25,95.0,3,
4,1.0,0.0,2.0,100.0,1,64,2,97.0,0,pink
2,1.0,2.0,2.0,136.0,1,0,8,100.0,0,pink
2,1.0,1.0,1.0,95.0,2,58,5,100.0,0,pink
2,1.0,1.0,1.0,75.0,2,0,35,94.0,0,pink
4,2.0,2.0,2.0,189.0,1,7,23,99.0,0,pink
2,1.0,1.0,1.0,130.0,2,0,7,91.0,0,pink
2,1.0,1.0,1.0,52.0,1,28,31,99.0,0,pink
2,1.5,1.0,1.0,70.0,1,17,11,94.0,0,pink
2,1.5,1.0,1.0,120.0,2,24,30,97.0,0,pink
3,1.0,0.0,2.0,120.0,1,0,26,96.0,0,pink
2,1.0,1.0,1.0,119.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,230.0,1,0,1,100.0,0,pink
3,1.0,1.0,2.0,99.0,2,0,23,94.0,0,pink
2,1.0,1.0,2.0,115.0,1,172,57,98.0,3,
4,100.5,1.0,4.0,65.0,2,0,86,97.0,0,pink
2,1.0,1.0,1.0,140.0,2,0,11,84.0,0,pink
2,1.0,1.0,1.0,149.0,1,0,7,91.0,0,pink
2,1.0,1.0,1.0,110.0,1,20,22,97.0,0,pink
2,1.0,1.0,1.0,291.0,2,339,16,99.0,3,
2,1.0,1.0,1.0,100.0,2,18,30,99.0,0,pink
2,1.0,1.0,1.0,99.0,1,18,9,100.0,0,pink
4,1.0,2.0,2.0,169.0,1,188,28,99.0,3,
4,1.0,3.0,3.0,400.0,4,6,13,85.0,1,purple
4,2.0,3.0,6.0,349.0,4,49,7,97.0,1,purple
2,1.0,1.0,1.0,130.0,1,5,45,96.0,0,pink
4,1.0,2.0,2.0,220.0,1,0,1,100.0,0,pink
4,2.0,2.0,4.0,350.0,2,340,0,97.0,3,
2,1.5,1.0,1.0,150.0,1,0,0,97.0,0,pink
4,1.0,0.0,2.0,85.0,2,0,11,96.0,0,pink
2,1.5,1.0,1.0,159.0,3,116,19,97.0,0,pink
2,1.0,1.0,1.0,89.0,1,11,6,97.0,0,pink
2,1.0,1.0,1.0,125.0,1,89,0,97.0,0,pink
2,1.5,1.0,1.0,140.0,1,0,3,93.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,12,100.0,0,pink
2,1.0,1.0,1.0,120.0,1,0,8,98.0,0,pink
4,1.0,2.0,3.0,139.0,1,0,3,87.0,0,pink
4,1.0,2.0,2.0,118.0,1,125,30,85.0,0,pink
4,1.0,1.0,1.0,250.0,1,358,2,100.0,3,
4,1.5,3.0,3.0,600.0,1,174,14,99.0,1,purple
2,1.0,1.0,1.0,111.0,1,0,8,97.0,0,pink
2,1.0,1.0,1.0,120.0,1,90,19,98.0,0,pink
4,1.0,2.0,2.0,550.0,1,309,28,100.0,1,purple
2,1.0,2.0,2.0,80.0,1,0,2,100.0,0,pink
4,1.0,2.0,2.0,250.0,4,0,24,97.0,0,pink
4,1.5,2.0,2.0,99.0,2,0,10,100.0,0,pink
2,1.0,1.0,1.0,70.0,1,55,242,98.0,0,pink
4,0.5,1.0,2.0,85.0,2,114,70,90.0,0,pink
3,1.0,1.0,2.0,226.0,1,103,135,99.0,0,pink
4,1.5,2.0,2.0,180.0,1,0,27,96.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,5,96.0,0,pink
4,1.5,2.0,2.0,125.0,2,0,10,88.0,0,pink
4,1.0,2.0,4.0,120.0,4,35,41,93.0,0,pink
2,1.0,1.0,1.0,99.0,2,1,14,100.0,0,pink
4,1.0,2.0,2.0,200.0,2,0,8,95.0,0,pink
4,1.0,2.0,2.0,300.0,1,9,18,95.0,0,pink
2,1.0,0.0,2.0,80.0,1,0,9,83.0,0,pink
2,1.0,1.0,1.0,46.0,1,8,1,97.0,0,pink
2,1.0,0.0,1.0,125.0,2,227,51,98.0,3,
4,1.0,2.0,2.0,275.0,3,2,29,86.0,0,pink
2,1.0,1.0,1.0,211.0,1,361,6,97.0,3,
1,2.0,1.0,1.0,60.0,1,0,2,100.0,0,pink
2,1.0,1.0,1.0,40.0,1,0,23,96.0,0,pink
4,1.5,2.0,2.0,130.0,2,6,35,99.0,0,pink
4,1.0,0.0,2.0,135.0,2,0,6,92.0,0,pink
2,1.0,1.0,1.0,145.0,1,257,178,97.0,3,
4,1.0,3.0,3.0,350.0,1,241,41,94.0,1,purple
2,1.0,1.0,1.0,110.0,1,0,7,97.0,0,pink
2,1.0,1.0,1.0,29.0,1,4,38,79.0,0,pink
4,1.0,2.0,3.0,200.0,2,5,3,67.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,32,95.0,0,pink
4,2.0,3.0,3.0,1190.0,1,357,16,97.0,1,purple
2,1.0,1.0,1.0,115.0,1,9,9,98.0,0,pink
2,1.0,1.0,1.0,135.0,2,136,16,99.0,0,pink
2,1.5,1.0,1.0,149.0,1,0,33,98.0,0,pink
4,1.0,2.0,2.0,345.0,1,0,1,80.0,1,purple
2,1.0,1.0,1.0,179.0,1,0,22,97.0,0,pink
2,1.5,1.0,1.0,120.0,1,65,3,93.0,0,pink
2,1.0,1.0,1.0,95.0,1,0,19,100.0,0,pink
4,1.0,2.0,2.0,225.0,1,0,20,97.0,0,pink
2,1.0,1.0,1.0,125.0,1,336,21,100.0,3,
4,1.5,2.0,2.0,175.0,1,0,14,86.0,0,pink
2,1.0,1.0,1.0,96.0,1,6,16,99.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,9,98.0,0,pink
6,2.0,3.0,2.0,139.0,6,0,3,87.0,0,pink
2,1.0,0.0,1.0,80.0,1,7,23,99.0,0,pink
4,1.0,1.0,2.0,159.0,2,147,20,95.0,3,
2,1.0,2.0,2.0,120.0,2,0,6,90.0,0,pink
2,1.0,2.0,2.0,90.0,1,0,9,98.0,0,pink
2,2.0,1.0,1.0,63.0,1,0,1,100.0,0,pink
2,1.0,1.0,1.0,145.0,1,204,34,99.0,3,
2,1.0,2.0,1.0,89.0,2,2,9,95.0,0,pink
2,1.0,1.0,1.0,90.0,1,0,5,100.0,0,pink
2,1.0,1.0,1.0,90.0,1,0,23,99.0,0,pink
2,1.0,0.0,1.0,94.0,1,0,21,94.0,0,pink
2,1.0,1.0,1.0,200.0,1,0,19,94.0,0,pink
4,1.0,2.0,2.0,179.0,1,1,46,86.0,0,pink
2,1.0,1.0,1.0,135.0,2,18,7,100.0,0,pink
4,1.0,3.0,3.0,350.0,1,0,1,100.0,1,purple
2,1.0,1.0,1.0,110.0,1,0,7,100.0,0,pink
1,1.0,1.0,1.0,68.0,1,2,3,90.0,0,pink
2,1.0,1.0,1.0,46.0,2,92,73,98.0,0,pink
4,1.0,2.0,2.0,90.0,2,0,11,84.0,0,pink
2,1.0,1.0,1.0,139.0,2,14,17,100.0,0,pink
6,2.5,3.0,5.0,325.0,4,312,17,95.0,3,
6,2.5,3.0,3.0,299.0,4,11,22,97.0,0,pink
4,1.0,2.0,3.0,175.0,1,33,7,91.0,0,pink
4,2.0,2.0,3.0,105.0,2,11,8,77.0,0,pink
4,1.0,2.0,3.0,105.0,2,314,12,87.0,3,
2,1.0,1.0,1.0,110.0,2,0,6,97.0,0,pink
2,1.0,1.0,1.0,145.0,1,25,15,99.0,0,pink
2,1.0,1.0,1.0,89.0,1,0,1,100.0,0,pink
2,1.5,1.0,1.0,165.0,1,35,10,98.0,0,pink
2,1.0,1.0,1.0,150.0,1,0,2,80.0,0,pink
2,1.0,1.0,1.0,120.0,1,0,39,98.0,0,pink
4,1.5,2.0,2.0,146.0,1,0,7,91.0,0,pink
2,1.5,1.0,1.0,105.0,1,0,10,100.0,0,pink
2,0.5,1.0,1.0,50.0,1,0,3,100.0,0,pink
3,1.0,2.0,2.0,199.0,4,0,6,96.0,0,pink
2,1.0,1.0,1.0,95.0,1,93,35,98.0,0,pink
4,1.5,2.0,3.0,149.0,1,2,6,100.0,0,pink
1,1.0,1.0,1.0,46.0,1,130,68,92.0,0,pink
2,1.0,1.0,1.0,220.0,1,211,17,99.0,3,
4,1.5,3.0,4.0,160.0,4,52,13,100.0,0,pink
4,1.0,1.0,3.0,220.0,1,363,10,90.0,3,
4,1.0,2.0,2.0,169.0,3,0,3,87.0,0,pink
2,1.0,1.0,1.0,90.0,1,351,64,98.0,3,
2,1.0,1.0,1.0,120.0,1,0,6,93.0,0,pink
2,1.0,1.0,1.0,120.0,1,0,4,100.0,0,pink
4,1.5,2.0,2.0,95.0,2,0,8,98.0,0,pink
4,1.5,2.0,2.0,100.0,2,0,2,90.0,0,pink
4,1.5,2.0,2.0,140.0,2,0,13,97.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,3,93.0,0,pink
2,1.0,1.0,1.0,99.0,1,128,19,99.0,0,pink
5,1.0,3.0,3.0,245.0,1,0,0,97.0,0,pink
3,1.0,1.0,1.0,99.0,2,0,31,99.0,0,pink
2,1.0,1.0,1.0,90.0,1,305,88,92.0,3,
2,1.0,1.0,1.0,94.0,1,36,80,96.0,0,pink
4,1.5,3.0,4.0,212.0,1,97,6,100.0,0,pink
2,1.5,1.0,1.0,65.0,1,0,5,96.0,0,pink
4,1.0,2.0,2.0,165.0,1,59,1,100.0,0,pink
4,2.0,2.0,2.0,250.0,1,0,0,97.0,0,pink
4,1.0,1.0,2.0,159.0,2,0,19,82.0,0,pink
4,1.5,2.0,2.0,125.0,3,0,7,100.0,0,pink
4,1.0,1.0,4.0,130.0,1,0,2,97.0,0,pink
2,1.0,1.0,1.0,80.0,1,52,5,100.0,0,pink
4,1.0,1.0,2.0,170.0,1,51,32,100.0,0,pink
2,1.0,1.0,1.0,95.0,1,0,2,100.0,0,pink
3,1.0,2.0,2.0,150.0,3,0,0,97.0,0,pink
2,1.5,1.0,1.0,125.0,1,358,29,100.0,3,
2,1.0,2.0,1.0,190.0,1,0,1,100.0,0,pink
2,1.0,1.0,1.0,98.0,1,0,15,98.0,0,pink
4,1.0,2.0,2.0,175.0,1,334,25,98.0,3,
2,1.0,1.0,1.0,115.0,1,60,15,99.0,0,pink
2,1.5,1.0,1.0,200.0,1,16,18,98.0,0,pink
2,1.5,1.0,1.0,130.0,1,0,4,100.0,0,pink
2,1.0,1.0,1.0,74.0,1,0,15,94.0,0,pink
2,1.0,1.0,1.0,115.0,2,127,9,98.0,0,pink
2,1.0,1.0,1.0,200.0,2,339,11,100.0,3,
2,1.0,1.0,1.0,115.0,2,0,12,96.0,0,pink
3,1.0,2.0,2.0,99.0,2,41,10,98.0,0,pink
4,2.0,4.0,4.0,216.0,2,6,13,97.0,0,pink
2,1.0,1.0,1.0,99.0,1,156,7,97.0,3,
1,1.0,1.0,1.0,50.0,1,23,124,92.0,0,pink
4,1.0,2.0,2.0,165.0,1,0,4,93.0,0,pink
4,1.0,2.0,2.0,130.0,1,0,26,87.0,0,pink
2,1.5,1.0,1.0,95.0,2,14,10,100.0,0,pink
4,1.0,2.0,2.0,199.0,2,0,15,100.0,0,pink
4,1.0,1.0,2.0,100.0,2,0,45,96.0,0,pink
2,1.0,1.0,1.0,70.0,1,0,10,100.0,0,pink
2,1.5,1.0,1.0,250.0,1,87,13,100.0,0,pink
4,1.5,2.0,2.0,40.0,2,0,6,100.0,0,pink
3,1.0,1.0,2.0,101.0,2,0,11,98.0,0,pink
4,1.0,2.0,3.0,360.0,1,307,26,94.0,1,purple
2,1.0,1.0,1.0,110.0,1,3,27,99.0,0,pink
2,1.5,1.0,1.0,200.0,1,0,0,97.0,0,pink
1,1.5,1.0,1.0,35.0,1,0,18,99.0,0,pink
4,1.5,2.0,2.0,150.0,2,0,2,100.0,0,pink
2,1.0,1.0,1.0,55.0,1,32,75,97.0,0,pink
4,1.0,3.0,3.0,185.0,4,0,8,100.0,0,pink
4,1.0,2.0,4.0,133.0,1,3,7,97.0,0,pink
3,1.0,2.0,2.0,145.0,2,0,21,97.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,7,91.0,0,pink
2,1.0,1.0,1.0,120.0,1,309,24,100.0,3,
4,1.0,2.0,3.0,150.0,2,8,24,98.0,0,pink
2,1.0,1.0,1.0,80.0,1,1,18,97.0,0,pink
4,1.0,1.0,2.0,110.0,2,1,32,99.0,0,pink
4,1.0,2.0,2.0,100.0,4,0,6,93.0,0,pink
2,1.5,1.0,1.0,109.0,1,45,112,99.0,0,pink
4,1.0,3.0,1.0,140.0,1,0,5,84.0,0,pink
3,1.0,2.0,2.0,94.0,1,33,18,99.0,0,pink
2,1.0,1.0,1.0,115.0,1,8,29,97.0,0,pink
4,1.0,1.0,2.0,170.0,2,0,26,97.0,0,pink
4,1.5,2.0,2.0,180.0,2,0,0,97.0,0,pink
2,1.0,1.0,1.0,199.0,1,0,17,98.0,0,pink
4,1.0,2.0,2.0,240.0,2,160,18,94.0,3,
4,1.0,4.0,4.0,350.0,3,268,28,94.0,1,purple
2,1.0,1.0,1.0,58.0,1,9,89,96.0,0,pink
4,2.0,2.0,2.0,129.0,2,0,4,90.0,0,pink
2,1.5,1.0,1.0,79.0,1,0,10,100.0,0,pink
4,1.0,2.0,2.0,109.0,1,0,2,80.0,0,pink
3,1.0,2.0,2.0,100.0,1,0,6,80.0,0,pink
2,1.0,1.0,1.0,95.0,1,88,24,87.0,0,pink
2,1.5,1.0,1.0,122.0,1,0,9,100.0,0,pink
4,2.5,2.0,2.0,140.0,2,0,1,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,10,98.0,0,pink
1,1.0,1.0,1.0,55.0,1,79,86,99.0,0,pink
4,1.5,2.0,4.0,123.0,1,0,4,80.0,0,pink
4,1.0,2.0,2.0,138.0,2,8,22,81.0,0,pink
2,1.0,1.0,1.0,90.0,2,0,3,93.0,0,pink
3,1.0,2.0,2.0,139.0,2,0,4,100.0,0,pink
3,1.0,2.0,1.0,99.0,1,0,3,100.0,0,pink
4,1.0,2.0,4.0,110.0,1,0,4,100.0,0,pink
2,1.0,1.0,1.0,62.0,1,65,39,96.0,0,pink
3,1.0,1.0,1.0,90.0,2,0,3,100.0,0,pink
3,1.0,2.0,2.0,125.0,1,0,3,100.0,0,pink
2,2.0,1.0,1.0,130.0,1,7,12,100.0,0,pink
4,1.0,2.0,3.0,200.0,2,0,16,98.0,0,pink
2,1.0,1.0,1.0,115.0,1,7,32,99.0,0,pink
3,1.0,2.0,2.0,89.0,2,0,1,100.0,0,pink
2,1.0,2.0,2.0,350.0,1,346,28,99.0,3,
2,1.0,1.0,1.0,117.0,1,268,167,99.0,3,
3,1.0,2.0,2.0,120.0,2,18,20,96.0,0,pink
4,1.0,1.0,1.0,120.0,2,165,8,94.0,3,
2,1.0,1.0,1.0,150.0,1,6,3,100.0,0,pink
2,1.0,1.0,1.0,112.0,1,96,7,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,73,9,98.0,0,pink
4,2.0,2.0,4.0,180.0,2,0,0,97.0,0,pink
2,1.0,1.0,1.0,63.0,1,0,2,80.0,0,pink
3,1.0,2.0,3.0,160.0,1,0,2,100.0,0,pink
2,1.0,1.0,1.0,115.0,1,163,15,98.0,3,
2,1.0,1.0,1.0,90.0,1,0,2,90.0,0,pink
2,1.0,1.0,2.0,120.0,1,0,22,96.0,0,pink
4,1.0,1.0,2.0,85.0,2,0,0,97.0,0,pink
12,3.0,6.0,12.0,500.0,1,282,7,100.0,1,purple
2,1.5,1.0,1.0,250.0,2,0,6,100.0,0,pink
2,1.0,1.0,1.0,179.0,2,0,0,97.0,0,pink
2,1.5,1.0,1.0,125.0,1,0,2,80.0,0,pink
4,1.0,2.0,2.0,100.0,1,0,5,97.0,0,pink
4,1.0,2.0,2.0,150.0,1,0,16,100.0,0,pink
2,1.0,1.0,1.0,300.0,1,90,1,97.0,1,purple
1,1.0,1.0,1.0,45.0,1,0,1,60.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,8,100.0,0,pink
3,1.0,1.0,2.0,92.0,1,24,15,95.0,0,pink
4,1.0,2.0,2.0,200.0,1,21,17,95.0,0,pink
4,2.0,4.0,4.0,375.0,2,183,40,92.0,1,purple
2,1.0,1.0,1.0,149.0,1,9,31,97.0,0,pink
4,1.0,3.0,4.0,125.0,1,178,0,97.0,3,
4,1.5,2.0,3.0,90.0,2,0,1,40.0,0,pink
4,1.0,2.0,2.0,180.0,4,0,12,95.0,0,pink
2,1.0,0.0,1.0,70.0,1,0,0,97.0,0,pink
3,1.0,2.0,2.0,155.0,1,0,12,98.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,2,100.0,0,pink
4,1.0,3.0,5.0,186.0,2,52,14,96.0,0,pink
3,1.0,1.0,3.0,110.0,2,86,22,96.0,0,pink
2,1.5,1.0,1.0,70.0,1,0,102,92.0,0,pink
4,1.5,2.0,2.0,175.0,4,17,15,95.0,0,pink
2,0.5,1.0,1.0,85.0,1,0,3,100.0,0,pink
3,1.5,2.0,1.0,270.0,2,129,1,100.0,0,pink
5,1.0,3.0,3.0,79.0,1,0,0,97.0,0,pink
2,1.0,2.0,2.0,75.0,1,0,4,100.0,0,pink
2,2.0,1.0,1.0,140.0,1,0,2,90.0,0,pink
8,1.5,4.0,8.0,229.0,4,105,13,97.0,0,pink
3,1.0,2.0,2.0,200.0,1,0,5,100.0,0,pink
4,1.5,3.0,5.0,220.0,2,0,11,93.0,0,pink
2,1.5,1.0,1.0,70.0,2,0,13,89.0,0,pink
3,1.0,2.0,2.0,105.0,2,0,5,100.0,0,pink
4,1.0,2.0,3.0,260.0,1,5,13,98.0,0,pink
2,1.0,1.0,1.0,140.0,1,0,9,100.0,0,pink
2,1.0,1.0,1.0,85.0,2,0,6,73.0,0,pink
2,1.0,1.0,1.0,75.0,1,146,97,96.0,3,
2,1.0,1.0,1.0,145.0,2,153,33,99.0,3,
2,1.0,1.0,1.0,410.0,2,0,10,88.0,1,purple
2,1.5,1.0,1.0,80.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,175.0,2,1,14,84.0,0,pink
2,1.5,1.0,2.0,127.0,2,0,29,95.0,0,pink
4,1.5,2.0,2.0,150.0,1,0,5,100.0,0,pink
2,1.0,1.0,1.0,99.0,1,0,13,94.0,0,pink
3,1.0,1.0,2.0,95.0,4,0,6,93.0,0,pink
4,1.5,3.0,3.0,320.0,3,146,29,99.0,1,purple
2,1.0,1.0,1.0,95.0,2,0,21,99.0,0,pink
4,1.0,2.0,2.0,110.0,1,0,16,96.0,0,pink
4,1.0,3.0,6.0,200.0,4,69,18,88.0,0,pink
2,1.0,1.0,1.0,130.0,1,6,21,98.0,0,pink
16,1.0,1.0,6.0,3142.0,1,178,0,97.0,2,dark purple
2,1.0,1.0,1.0,119.0,1,117,115,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,5,96.0,0,pink
2,1.0,1.0,1.0,250.0,1,61,9,78.0,0,pink
2,1.0,0.0,1.0,129.0,1,0,9,91.0,0,pink
4,1.0,2.0,4.0,120.0,1,64,2,80.0,0,pink
2,1.0,1.0,1.0,120.0,1,6,9,100.0,0,pink
2,1.0,1.0,1.0,81.0,1,0,10,100.0,0,pink
6,1.0,5.0,6.0,225.0,4,0,0,97.0,0,pink
4,1.0,1.0,2.0,175.0,1,154,187,97.0,3,
2,1.0,1.0,1.0,189.0,1,0,18,99.0,0,pink
2,1.0,1.0,1.0,300.0,1,8,11,100.0,0,pink
2,1.0,1.0,1.0,150.0,1,20,15,100.0,0,pink
2,1.5,1.0,1.0,78.0,1,0,23,92.0,0,pink
2,1.0,2.0,2.0,250.0,1,363,33,95.0,3,
2,1.0,1.0,1.0,103.0,1,0,53,100.0,0,pink
4,1.0,2.0,4.0,190.0,1,3,31,97.0,0,pink
2,1.0,1.0,1.0,150.0,1,0,5,100.0,0,pink
2,1.0,1.0,1.0,169.0,1,229,97,99.0,3,
2,1.0,1.0,1.0,149.0,1,274,114,99.0,3,
4,1.5,1.0,2.0,115.0,2,0,27,92.0,0,pink
4,1.5,1.0,2.0,115.0,2,0,46,92.0,0,pink
2,1.0,1.0,1.0,115.0,1,0,7,97.0,0,pink
2,1.0,1.0,2.0,100.0,2,207,112,97.0,3,
2,1.0,1.0,1.0,125.0,1,0,5,100.0,0,pink
2,1.0,1.0,1.0,125.0,1,23,33,98.0,0,pink
2,1.0,1.0,1.0,130.0,1,0,0,97.0,0,pink
3,1.0,2.0,2.0,130.0,3,0,13,98.0,0,pink
3,1.5,1.0,2.0,75.0,1,71,1,100.0,0,pink
2,1.0,1.0,1.0,140.0,1,0,23,94.0,0,pink
2,1.5,1.0,1.0,100.0,1,8,12,98.0,0,pink
2,1.0,1.0,1.0,84.0,1,0,32,93.0,0,pink
2,1.0,1.0,1.0,75.0,1,15,14,98.0,0,pink
2,1.0,1.0,1.0,79.0,1,49,23,96.0,0,pink
2,1.0,1.0,1.0,80.0,1,0,15,91.0,0,pink
6,2.0,4.0,4.0,385.0,1,0,11,98.0,1,purple
2,1.0,0.0,1.0,75.0,2,315,49,89.0,3,
4,2.0,2.0,2.0,149.0,2,0,1,100.0,0,pink
3,1.0,2.0,2.0,130.0,2,0,21,99.0,0,pink
2,1.5,1.0,1.0,70.0,1,0,8,100.0,0,pink
2,1.0,1.0,2.0,150.0,2,81,5,95.0,0,pink
2,1.0,0.0,1.0,70.0,2,275,42,88.0,3,
2,1.0,1.0,1.0,115.0,1,0,18,91.0,0,pink
2,1.0,2.0,2.0,90.0,1,0,0,97.0,0,pink
2,1.5,1.0,1.0,150.0,1,0,0,97.0,0,pink
4,1.5,2.0,2.0,160.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,79.0,1,78,16,69.0,0,pink
2,2.5,1.0,1.0,180.0,1,0,0,97.0,0,pink
2,1.5,1.0,1.0,45.0,1,0,4,97.0,0,pink
2,1.0,1.0,1.0,120.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,100.0,1,2,21,98.0,0,pink
2,1.0,1.0,1.0,88.0,2,77,113,92.0,0,pink
4,1.0,1.0,2.0,140.0,2,15,14,94.0,0,pink
4,1.0,2.0,2.0,207.0,2,2,25,89.0,0,pink
4,2.0,3.0,3.0,130.0,4,0,5,100.0,0,pink
4,1.0,2.0,2.0,90.0,2,0,18,91.0,0,pink
4,1.0,3.0,4.0,340.0,2,271,13,97.0,1,purple
2,1.0,1.0,1.0,50.0,1,80,234,90.0,0,pink
5,1.0,2.0,4.0,200.0,4,0,11,100.0,0,pink
2,1.5,1.0,1.0,90.0,1,0,13,100.0,0,pink
4,1.5,2.0,2.0,189.0,1,0,0,97.0,0,pink
4,1.0,2.0,2.0,199.0,1,17,17,93.0,0,pink
4,1.5,2.0,2.0,199.0,2,0,15,99.0,0,pink
3,1.0,2.0,3.0,179.0,1,0,25,99.0,0,pink
3,1.0,1.0,2.0,65.0,2,8,38,95.0,0,pink
4,1.0,2.0,2.0,200.0,1,7,18,99.0,0,pink
3,1.0,0.0,2.0,68.0,2,21,1,100.0,0,pink
4,1.0,3.0,3.0,85.0,1,0,0,97.0,0,pink
2,1.5,1.0,1.0,69.0,1,174,55,97.0,3,
2,1.5,1.0,1.0,80.0,1,0,4,100.0,0,pink
2,1.0,1.0,1.0,300.0,1,169,8,98.0,1,purple
2,1.0,1.0,1.0,110.0,1,5,30,99.0,0,pink
4,1.0,1.0,3.0,109.0,2,0,7,97.0,0,pink
3,1.0,2.0,3.0,115.0,1,0,2,100.0,0,pink
4,1.0,1.0,3.0,450.0,2,80,9,93.0,1,purple
2,1.0,1.0,1.0,100.0,1,0,6,97.0,0,pink
2,1.0,1.0,1.0,159.0,1,0,0,97.0,0,pink
4,1.0,1.0,1.0,79.0,2,125,40,99.0,0,pink
3,1.0,2.0,2.0,135.0,2,0,1,100.0,0,pink
2,1.0,1.0,1.0,72.0,1,0,2,100.0,0,pink
4,1.0,1.0,2.0,170.0,2,0,16,94.0,0,pink
1,1.0,1.0,1.0,200.0,2,0,1,100.0,0,pink
2,1.0,1.0,1.0,106.0,1,0,20,97.0,0,pink
2,1.5,1.0,1.0,90.0,1,0,6,97.0,0,pink
4,1.5,2.0,2.0,280.0,2,0,10,94.0,0,pink
4,1.5,2.0,2.0,250.0,2,0,6,90.0,0,pink
14,1.0,1.0,12.0,800.0,12,279,52,94.0,1,purple
4,1.0,2.0,2.0,200.0,1,23,0,97.0,0,pink
4,1.5,3.0,2.0,110.0,2,0,0,97.0,0,pink
2,1.5,1.0,1.0,120.0,1,7,8,100.0,0,pink
5,1.5,3.0,3.0,220.0,1,0,6,100.0,0,pink
2,1.0,1.0,1.0,96.0,2,0,24,95.0,0,pink
4,1.0,2.0,2.0,135.0,2,0,1,97.0,0,pink
2,1.0,1.0,1.0,130.0,1,157,186,99.0,3,
4,1.0,1.0,2.0,124.0,2,158,69,87.0,3,
4,1.0,2.0,2.0,150.0,1,27,8,100.0,0,pink
2,1.0,1.0,1.0,109.0,1,65,23,95.0,0,pink
