accommodates,bathrooms,bedrooms,beds,price,guests_included,availability_365,number_of_reviews,review_scores_rating,clusters,cluster
4,2.0,3.0,4.0,245.0,3,0,3,100.0,0,pink
2,1.0,1.0,2.0,75.0,1,0,7,97.0,0,pink
2,1.0,1.0,1.0,155.0,1,0,2,100.0,0,pink
2,1.0,1.0,1.0,150.0,1,0,19,97.0,0,pink
6,2.0,4.0,8.0,445.0,1,339,1,100.0,1,purple
2,1.0,1.0,1.0,87.0,2,158,30,92.0,3,
2,1.0,1.0,1.0,94.0,1,0,1,80.0,0,pink
4,2.0,3.0,4.0,287.0,4,146,11,100.0,1,purple
2,1.0,2.0,1.0,100.0,2,3,22,96.0,0,pink
2,1.0,1.0,1.0,115.0,1,0,8,97.0,0,pink
2,1.0,2.0,1.0,149.0,1,0,1,100.0,0,pink
4,1.5,3.0,4.0,220.0,4,9,6,100.0,0,pink
3,1.0,2.0,2.0,100.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,105.0,1,0,25,99.0,0,pink
2,1.5,1.0,1.0,145.0,1,0,20,98.0,0,pink
4,1.5,2.0,2.0,299.0,1,9,17,100.0,0,pink
2,1.0,1.0,2.0,72.0,2,214,57,87.0,3,
4,2.5,3.0,3.0,396.0,3,252,30,100.0,1,purple
5,1.0,3.0,4.0,120.0,1,0,14,93.0,0,pink
4,1.0,2.0,2.0,99.0,2,13,78,94.0,0,pink
6,2.0,4.0,6.0,190.0,5,0,5,96.0,0,pink
2,1.0,1.0,1.0,129.0,3,6,45,96.0,0,pink
4,2.0,3.0,3.0,350.0,1,15,5,100.0,1,purple
4,1.0,3.0,4.0,175.0,1,0,0,97.0,0,pink
4,2.0,3.0,4.0,180.0,1,8,8,98.0,0,pink
2,1.0,1.0,1.0,195.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,50.0,1,0,1,100.0,0,pink
4,1.0,2.0,3.0,157.0,3,24,36,95.0,0,pink
5,2.0,4.0,6.0,175.0,1,0,0,97.0,0,pink
3,1.0,1.0,1.0,110.0,2,10,35,97.0,0,pink
3,1.0,2.0,3.0,250.0,1,0,1,100.0,0,pink
2,1.0,1.0,1.0,80.0,1,0,6,65.0,0,pink
2,1.0,1.0,1.0,140.0,1,15,35,98.0,0,pink
4,1.0,1.0,4.0,200.0,4,0,75,97.0,0,pink
2,1.0,1.0,1.0,100.0,1,170,47,97.0,3,
4,1.0,2.0,2.0,175.0,1,0,2,80.0,0,pink
4,2.5,3.0,5.0,275.0,1,0,19,98.0,0,pink
2,1.5,1.0,1.0,185.0,2,0,5,96.0,0,pink
2,1.0,1.0,1.0,150.0,1,262,87,97.0,3,
2,1.0,1.0,1.0,95.0,2,0,7,94.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,0,97.0,0,pink
4,1.5,2.0,2.0,99.0,1,221,132,97.0,3,
6,2.0,3.0,3.0,275.0,1,0,0,97.0,0,pink
4,2.0,3.0,3.0,450.0,5,362,25,89.0,1,purple
2,1.0,1.0,1.0,99.0,2,22,71,93.0,0,pink
4,1.0,3.0,4.0,200.0,2,46,11,96.0,0,pink
2,1.0,1.0,1.0,135.0,1,0,1,97.0,0,pink
2,1.0,1.0,1.0,147.0,1,0,10,98.0,0,pink
4,1.0,2.0,3.0,290.0,1,66,2,100.0,0,pink
1,1.0,1.0,1.0,45.0,1,310,148,94.0,3,
2,1.0,1.0,1.0,120.0,1,71,29,96.0,0,pink
2,1.0,1.0,2.0,110.0,1,201,239,97.0,3,
2,1.0,1.0,1.0,95.0,1,0,6,92.0,0,pink
2,1.0,1.0,1.0,68.0,1,0,24,88.0,0,pink
4,1.0,1.0,2.0,110.0,1,0,7,94.0,0,pink
2,1.0,1.0,1.0,88.0,2,361,50,93.0,3,
2,1.0,1.0,1.0,120.0,2,0,88,94.0,0,pink
1,1.0,1.0,1.0,49.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,115.0,2,0,21,97.0,0,pink
2,1.0,2.0,2.0,90.0,2,0,0,97.0,0,pink
4,1.0,4.0,3.0,152.0,1,0,2,90.0,0,pink
4,1.0,1.0,2.0,170.0,2,0,31,98.0,0,pink
2,1.0,1.0,2.0,90.0,1,0,6,93.0,0,pink
6,2.0,4.0,4.0,250.0,1,97,2,100.0,0,pink
2,1.0,1.0,1.0,86.0,1,0,1,80.0,0,pink
2,1.0,1.0,1.0,85.0,1,0,95,97.0,0,pink
2,1.5,1.0,1.0,109.0,1,0,2,100.0,0,pink
3,1.0,2.0,2.0,85.0,2,9,11,100.0,0,pink
6,1.0,3.0,6.0,150.0,4,0,9,95.0,0,pink
2,1.0,1.0,1.0,200.0,1,8,6,97.0,0,pink
2,1.0,1.0,1.0,150.0,1,44,49,95.0,0,pink
4,3.0,6.0,8.0,200.0,4,219,3,87.0,3,
4,1.0,3.0,3.0,50.0,1,95,0,97.0,0,pink
2,1.0,0.0,1.0,80.0,2,0,3,93.0,0,pink
4,1.5,1.0,2.0,140.0,2,0,27,96.0,0,pink
2,1.0,1.0,1.0,128.0,1,0,7,100.0,0,pink
4,1.0,3.0,3.0,195.0,1,0,11,87.0,0,pink
4,1.0,2.0,4.0,150.0,1,1,34,94.0,0,pink
4,2.0,4.0,4.0,420.0,6,74,16,100.0,1,purple
2,1.0,1.0,1.0,79.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,100.0,1,38,16,98.0,0,pink
4,1.0,1.0,1.0,130.0,2,7,48,86.0,0,pink
3,1.0,1.0,1.0,180.0,2,23,26,99.0,0,pink
4,1.0,2.0,2.0,200.0,1,0,15,93.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,12,98.0,0,pink
2,1.0,1.0,1.0,85.0,1,0,16,99.0,0,pink
5,2.0,4.0,6.0,150.0,4,0,5,95.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,29,88.0,0,pink
2,1.0,0.0,1.0,95.0,1,0,3,100.0,0,pink
4,1.0,2.0,2.0,290.0,1,280,14,99.0,3,
4,1.0,2.0,3.0,158.0,2,0,14,98.0,0,pink
2,1.0,1.0,1.0,102.0,2,0,10,100.0,0,pink
4,1.0,4.0,4.0,200.0,4,0,3,100.0,0,pink
4,1.0,2.0,2.0,162.0,2,0,140,93.0,0,pink
2,1.0,1.0,1.0,105.0,1,0,7,97.0,0,pink
4,1.0,3.0,3.0,300.0,4,68,36,98.0,1,purple
6,1.0,3.0,3.0,295.0,1,0,5,100.0,0,pink
2,1.0,1.0,1.0,140.0,1,318,70,97.0,3,
2,1.0,1.0,1.0,47.0,1,1,28,85.0,0,pink
2,1.0,1.0,1.0,175.0,1,310,67,97.0,3,
1,0.0,1.0,1.0,34.0,1,0,0,97.0,0,pink
2,1.0,1.0,2.0,80.0,1,0,1,100.0,0,pink
2,1.0,1.0,1.0,140.0,1,243,18,94.0,3,
2,1.0,1.0,1.0,70.0,1,21,58,97.0,0,pink
6,1.0,3.0,3.0,125.0,1,0,1,80.0,0,pink
4,1.0,3.0,4.0,120.0,1,0,8,97.0,0,pink
2,1.0,1.0,1.0,80.0,1,1,53,93.0,0,pink
2,1.0,1.0,1.0,99.0,1,122,18,94.0,0,pink
2,1.5,1.0,1.0,94.0,2,0,26,100.0,0,pink
4,1.0,2.0,2.0,150.0,1,0,3,100.0,0,pink
2,1.5,1.0,1.0,70.0,1,0,10,94.0,0,pink
4,1.0,2.0,2.0,146.0,4,11,38,97.0,0,pink
4,2.0,3.0,5.0,130.0,2,247,35,92.0,3,
4,1.0,2.0,2.0,168.0,2,0,9,84.0,0,pink
3,1.0,1.0,2.0,225.0,2,0,5,100.0,0,pink
2,1.0,1.0,1.0,129.0,2,0,14,97.0,0,pink
5,1.0,3.0,5.0,139.0,1,0,2,60.0,0,pink
4,1.0,2.0,3.0,211.0,4,32,10,98.0,0,pink
4,2.0,2.0,3.0,120.0,1,0,34,94.0,0,pink
2,1.0,1.0,1.0,98.0,2,0,50,98.0,0,pink
2,1.0,1.0,2.0,115.0,1,166,15,100.0,3,
2,1.0,1.0,1.0,114.0,1,0,2,80.0,0,pink
2,1.5,1.0,1.0,175.0,1,0,2,100.0,0,pink
2,1.0,1.0,1.0,79.0,1,0,2,100.0,0,pink
3,1.0,0.0,2.0,115.0,2,0,14,91.0,0,pink
4,1.5,3.0,4.0,249.0,1,0,13,98.0,0,pink
4,2.0,3.0,6.0,150.0,4,0,0,97.0,0,pink
2,1.0,1.0,1.0,140.0,1,0,13,97.0,0,pink
4,1.0,1.0,2.0,130.0,2,315,69,96.0,3,
2,1.0,1.0,1.0,125.0,2,228,25,94.0,3,
4,1.0,4.0,5.0,119.0,2,0,18,89.0,0,pink
2,1.0,1.0,1.0,74.0,2,13,39,97.0,0,pink
2,1.0,1.0,1.0,160.0,1,10,25,99.0,0,pink
4,1.0,2.0,4.0,90.0,2,0,38,96.0,0,pink
4,1.0,3.0,3.0,120.0,1,0,14,97.0,0,pink
5,1.0,3.0,4.0,155.0,1,0,0,97.0,0,pink
2,1.0,0.0,1.0,107.0,1,0,1,100.0,0,pink
4,1.0,1.0,2.0,95.0,2,0,7,91.0,0,pink
3,1.0,2.0,2.0,120.0,2,12,25,93.0,0,pink
2,1.0,1.0,1.0,108.0,2,0,18,88.0,0,pink
2,1.5,1.0,1.0,140.0,2,0,23,97.0,0,pink
2,1.0,1.0,1.0,67.0,1,15,156,96.0,0,pink
6,2.0,3.0,4.0,289.0,4,86,99,98.0,0,pink
4,1.0,2.0,3.0,200.0,4,16,139,97.0,0,pink
2,1.0,1.0,1.0,110.0,1,0,24,87.0,0,pink
4,1.5,3.0,1.0,300.0,1,0,0,97.0,0,pink
4,1.5,3.0,4.0,90.0,2,0,14,96.0,0,pink
2,1.0,2.0,2.0,175.0,4,0,7,97.0,0,pink
3,1.0,2.0,3.0,90.0,1,0,3,100.0,0,pink
2,1.5,1.0,1.0,57.0,1,0,2,70.0,0,pink
4,2.0,2.0,2.0,149.0,1,0,0,97.0,0,pink
3,1.0,1.0,1.0,145.0,1,133,40,94.0,0,pink
2,1.5,1.0,1.0,90.0,1,0,0,97.0,0,pink
5,1.0,4.0,5.0,279.0,5,0,16,98.0,0,pink
2,0.5,1.0,1.0,54.0,1,2,190,94.0,0,pink
2,1.0,1.0,1.0,150.0,1,333,92,97.0,3,
2,1.0,1.0,1.0,180.0,1,361,11,87.0,3,
2,1.0,1.0,1.0,180.0,1,41,41,96.0,0,pink
4,1.0,2.0,2.0,245.0,1,0,11,96.0,0,pink
2,1.0,1.0,1.0,129.0,1,0,50,96.0,0,pink
4,1.0,2.0,2.0,150.0,1,13,47,94.0,0,pink
4,3.0,3.0,8.0,295.0,1,123,2,97.0,1,purple
4,1.0,3.0,5.0,245.0,4,193,34,98.0,3,
2,1.0,1.0,1.0,125.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,90.0,1,5,6,97.0,0,pink
4,1.0,3.0,4.0,250.0,2,30,15,96.0,0,pink
4,1.0,2.0,4.0,135.0,4,0,18,95.0,0,pink
4,2.0,3.0,4.0,100.0,2,0,20,97.0,0,pink
1,1.0,1.0,1.0,77.0,1,323,24,94.0,3,
3,1.0,1.0,1.0,150.0,1,0,21,98.0,0,pink
4,1.0,2.0,2.0,111.0,1,0,0,97.0,0,pink
4,1.0,1.0,2.0,78.0,2,361,57,93.0,3,
2,1.0,1.0,1.0,200.0,1,242,43,96.0,3,
2,1.0,1.0,1.0,119.0,2,0,8,95.0,0,pink
2,1.0,1.0,1.0,210.0,1,0,4,95.0,0,pink
2,1.0,1.0,1.0,91.0,1,0,16,99.0,0,pink
6,2.0,4.0,4.0,325.0,1,0,2,100.0,1,purple
2,1.0,1.0,1.0,180.0,1,12,32,95.0,0,pink
2,1.0,0.0,1.0,100.0,1,0,41,97.0,0,pink
2,1.0,1.0,1.0,110.0,1,0,15,100.0,0,pink
2,1.0,1.0,1.0,105.0,1,1,24,98.0,0,pink
4,1.0,2.0,2.0,500.0,1,365,6,93.0,1,purple
6,1.0,2.0,4.0,350.0,5,58,37,98.0,1,purple
4,1.0,2.0,3.0,165.0,2,0,41,95.0,0,pink
4,2.5,3.0,4.0,350.0,1,4,1,100.0,1,purple
2,1.0,1.0,1.0,140.0,1,9,29,99.0,0,pink
4,1.0,2.0,2.0,210.0,1,0,4,90.0,0,pink
2,1.5,1.0,1.0,159.0,1,0,10,98.0,0,pink
4,1.0,2.0,3.0,155.0,4,207,182,98.0,3,
6,2.0,4.0,6.0,499.0,6,8,28,96.0,1,purple
4,1.0,3.0,4.0,109.0,2,183,15,96.0,3,
3,1.0,1.0,2.0,100.0,2,0,19,86.0,0,pink
2,1.0,1.0,1.0,90.0,1,0,8,93.0,0,pink
2,1.0,0.0,1.0,80.0,1,267,130,98.0,3,
4,1.5,2.0,4.0,120.0,1,0,5,96.0,0,pink
4,1.5,2.0,2.0,120.0,3,0,4,95.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,3,93.0,0,pink
2,1.0,1.0,1.0,180.0,2,8,46,100.0,0,pink
5,1.0,3.0,4.0,350.0,1,0,20,100.0,1,purple
2,1.0,0.0,1.0,95.0,1,0,10,92.0,0,pink
4,1.0,2.0,4.0,200.0,2,13,26,95.0,0,pink
2,1.0,1.0,1.0,100.0,2,5,62,97.0,0,pink
4,1.0,2.0,3.0,300.0,2,86,6,97.0,1,purple
4,1.0,2.0,2.0,160.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,179.0,1,0,60,100.0,0,pink
2,1.0,1.0,1.0,150.0,1,335,18,93.0,3,
2,1.0,1.0,1.0,80.0,1,45,45,93.0,0,pink
2,1.5,3.0,3.0,120.0,2,0,5,92.0,0,pink
4,1.0,2.0,4.0,175.0,1,0,5,96.0,0,pink
4,1.0,1.0,2.0,160.0,2,127,6,96.0,0,pink
2,1.0,1.0,1.0,90.0,1,0,30,98.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,16,95.0,0,pink
16,1.0,6.0,16.0,398.0,1,5,16,94.0,1,purple
2,1.0,1.0,1.0,60.0,1,365,93,86.0,3,
6,2.0,4.0,6.0,250.0,2,120,73,97.0,0,pink
2,1.0,1.0,1.0,65.0,1,0,1,100.0,0,pink
4,1.0,2.0,2.0,290.0,1,0,10,96.0,0,pink
3,1.0,1.0,1.0,130.0,2,24,11,95.0,0,pink
2,1.0,1.0,1.0,80.0,1,0,2,100.0,0,pink
2,1.0,1.0,1.0,79.0,1,0,4,85.0,0,pink
2,1.0,1.0,1.0,100.0,1,204,24,95.0,3,
2,1.0,1.0,1.0,120.0,1,42,13,95.0,0,pink
2,1.0,2.0,1.0,900.0,1,0,0,97.0,1,purple
2,0.5,1.0,1.0,60.0,1,0,110,97.0,0,pink
2,1.0,1.0,1.0,110.0,1,0,5,96.0,0,pink
4,1.0,4.0,4.0,150.0,1,0,3,100.0,0,pink
4,1.0,4.0,4.0,129.0,4,0,3,100.0,0,pink
2,1.0,1.0,1.0,95.0,1,316,203,96.0,3,
4,2.5,4.0,6.0,235.0,4,10,15,96.0,0,pink
2,1.0,1.0,1.0,100.0,2,79,18,95.0,0,pink
4,1.0,3.0,6.0,450.0,4,0,2,100.0,1,purple
3,0.5,1.0,4.0,150.0,3,2,11,95.0,0,pink
2,1.0,2.0,1.0,125.0,2,0,8,100.0,0,pink
4,2.0,3.0,4.0,195.0,1,346,18,95.0,3,
3,1.0,1.0,1.0,125.0,2,4,18,97.0,0,pink
2,1.5,1.0,1.0,145.0,1,0,3,93.0,0,pink
2,1.0,1.0,1.0,115.0,1,0,12,93.0,0,pink
8,1.0,4.0,4.0,250.0,1,0,2,90.0,0,pink
2,1.0,1.0,1.0,129.0,1,0,37,94.0,0,pink
6,2.0,4.0,6.0,109.0,2,0,7,100.0,0,pink
2,1.0,1.0,1.0,120.0,1,0,3,100.0,0,pink
2,1.0,1.0,2.0,79.0,1,0,46,94.0,0,pink
2,1.0,1.0,1.0,80.0,1,330,120,94.0,3,
4,1.5,1.0,2.0,160.0,1,357,17,89.0,3,
4,1.0,2.0,2.0,75.0,2,201,120,94.0,3,
4,1.0,1.0,2.0,195.0,2,363,37,94.0,3,
2,1.0,1.0,1.0,70.0,1,88,8,83.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,15,96.0,0,pink
3,1.0,2.0,3.0,100.0,1,0,4,100.0,0,pink
2,1.0,1.0,1.0,180.0,1,52,17,92.0,0,pink
4,1.5,2.0,2.0,90.0,2,0,7,91.0,0,pink
2,1.0,1.0,1.0,70.0,1,300,33,99.0,3,
2,1.0,1.0,1.0,135.0,1,0,9,90.0,0,pink
4,1.0,3.0,3.0,500.0,4,29,11,96.0,1,purple
2,1.0,1.0,1.0,99.0,1,193,18,95.0,3,
2,1.0,1.0,1.0,80.0,1,0,5,72.0,0,pink
2,1.0,1.0,1.0,99.0,1,0,3,100.0,0,pink
4,1.0,2.0,4.0,120.0,2,365,102,95.0,3,
2,1.0,1.0,1.0,140.0,1,0,1,100.0,0,pink
2,1.0,1.0,1.0,95.0,1,0,4,93.0,0,pink
4,1.0,1.0,2.0,325.0,1,363,36,99.0,3,
6,1.0,3.0,5.0,300.0,1,87,15,97.0,1,purple
4,1.0,2.0,5.0,215.0,4,2,5,92.0,0,pink
2,1.0,1.0,1.0,100.0,2,0,7,94.0,0,pink
4,1.0,2.0,4.0,140.0,1,0,3,87.0,0,pink
3,1.0,2.0,2.0,200.0,1,252,79,93.0,3,
2,1.0,1.0,1.0,75.0,2,0,3,93.0,0,pink
2,1.0,0.0,1.0,95.0,1,6,18,97.0,0,pink
2,1.0,1.0,1.0,55.0,1,0,0,97.0,0,pink
1,1.0,1.0,1.0,60.0,1,254,320,97.0,3,
2,1.0,1.0,1.0,120.0,1,0,56,83.0,0,pink
6,1.0,4.0,6.0,180.0,4,37,8,97.0,0,pink
4,2.0,2.0,4.0,69.0,1,0,1,97.0,0,pink
2,1.0,1.0,1.0,110.0,1,11,24,97.0,0,pink
2,1.5,2.0,2.0,190.0,1,0,1,100.0,0,pink
4,1.0,2.0,3.0,111.0,1,0,1,80.0,0,pink
4,1.0,2.0,3.0,111.0,1,0,0,97.0,0,pink
4,1.0,2.0,2.0,225.0,2,28,23,95.0,0,pink
4,1.0,2.0,4.0,85.0,2,127,16,100.0,0,pink
4,1.0,3.0,6.0,165.0,4,0,7,100.0,0,pink
2,0.0,1.0,1.0,60.0,2,360,43,82.0,3,
2,1.0,1.0,1.0,120.0,1,80,61,98.0,0,pink
4,1.0,2.0,4.0,220.0,1,0,8,89.0,0,pink
6,1.0,3.0,4.0,280.0,6,0,46,95.0,0,pink
3,1.5,1.0,2.0,175.0,2,48,20,97.0,0,pink
2,1.5,1.0,1.0,75.0,1,0,1,100.0,0,pink
4,2.0,2.0,2.0,180.0,1,7,21,97.0,0,pink
4,1.0,4.0,4.0,115.0,2,0,7,97.0,0,pink
2,1.0,0.0,1.0,98.0,1,16,13,98.0,0,pink
4,1.0,2.0,3.0,150.0,1,0,8,95.0,0,pink
2,1.0,0.0,1.0,73.0,1,0,32,96.0,0,pink
2,1.0,1.0,1.0,79.0,1,0,16,97.0,0,pink
4,1.0,1.0,2.0,151.0,2,0,4,80.0,0,pink
2,1.0,2.0,1.0,110.0,2,3,11,98.0,0,pink
4,1.0,2.0,2.0,120.0,2,0,4,100.0,0,pink
4,1.0,2.0,2.0,135.0,1,1,12,98.0,0,pink
4,1.0,2.0,3.0,93.0,1,0,10,96.0,0,pink
2,1.0,1.0,1.0,89.0,1,0,17,98.0,0,pink
2,1.0,1.0,1.0,125.0,1,177,264,98.0,3,
3,1.0,2.0,3.0,175.0,3,0,4,100.0,0,pink
5,1.0,3.0,3.0,100.0,2,356,4,100.0,3,
3,1.0,1.0,2.0,150.0,1,0,27,96.0,0,pink
4,1.0,2.0,2.0,125.0,4,0,10,90.0,0,pink
2,1.0,1.0,1.0,110.0,1,0,0,97.0,0,pink
4,1.0,1.0,2.0,180.0,4,0,1,100.0,0,pink
4,1.0,2.0,2.0,275.0,1,0,20,96.0,0,pink
4,1.0,2.0,2.0,180.0,1,0,0,97.0,0,pink
4,1.0,2.0,2.0,350.0,4,0,21,97.0,1,purple
2,1.0,1.0,1.0,399.0,2,365,15,94.0,1,purple
2,1.0,1.0,1.0,95.0,1,22,78,95.0,0,pink
3,1.0,2.0,2.0,225.0,3,34,103,96.0,0,pink
4,1.0,2.0,2.0,107.0,2,0,6,97.0,0,pink
2,1.0,1.0,1.0,150.0,1,0,22,99.0,0,pink
4,1.0,2.0,3.0,160.0,2,111,19,97.0,0,pink
4,1.0,1.0,2.0,210.0,2,14,20,97.0,0,pink
4,1.5,3.0,3.0,170.0,2,0,5,90.0,0,pink
2,1.0,1.0,1.0,150.0,1,25,8,95.0,0,pink
2,1.0,1.0,1.0,124.0,2,8,26,93.0,0,pink
2,1.0,1.0,1.0,99.0,1,0,10,84.0,0,pink
4,1.0,2.0,4.0,165.0,4,0,15,94.0,0,pink
2,1.0,1.0,1.0,110.0,1,36,45,96.0,0,pink
3,1.5,1.0,2.0,175.0,2,0,21,98.0,0,pink
2,1.0,1.0,1.0,120.0,1,0,5,96.0,0,pink
4,1.0,2.0,2.0,175.0,2,0,8,98.0,0,pink
5,1.0,3.0,4.0,100.0,1,0,3,93.0,0,pink
4,1.0,2.0,4.0,200.0,1,0,103,97.0,0,pink
2,1.0,1.0,1.0,145.0,1,19,21,93.0,0,pink
2,1.0,1.0,1.0,110.0,1,0,8,95.0,0,pink
4,1.0,3.0,2.0,229.0,1,0,5,100.0,0,pink
4,1.0,2.0,3.0,130.0,1,334,16,98.0,3,
4,1.0,1.0,2.0,95.0,2,0,43,96.0,0,pink
4,2.0,4.0,4.0,150.0,2,0,3,100.0,0,pink
4,1.5,1.0,1.0,149.0,2,0,0,97.0,0,pink
2,1.0,1.0,1.0,150.0,1,351,29,99.0,3,
2,1.0,1.0,1.0,50.0,1,1,16,84.0,0,pink
4,2.0,2.0,3.0,140.0,2,0,5,96.0,0,pink
2,1.0,1.0,1.0,80.0,1,45,233,85.0,0,pink
4,1.5,2.0,2.0,165.0,4,36,28,98.0,0,pink
4,1.0,1.0,3.0,65.0,2,74,181,98.0,0,pink
2,1.0,1.0,1.0,130.0,1,0,4,100.0,0,pink
2,1.0,2.0,1.0,111.0,2,0,10,92.0,0,pink
4,2.0,2.0,2.0,500.0,1,91,2,90.0,1,purple
2,1.0,1.0,1.0,150.0,1,0,7,91.0,0,pink
2,2.0,1.0,1.0,50.0,1,0,1,100.0,0,pink
4,1.0,2.0,2.0,135.0,1,0,0,97.0,0,pink
4,1.0,2.0,4.0,150.0,1,0,9,100.0,0,pink
4,1.5,2.0,2.0,150.0,1,0,6,100.0,0,pink
4,1.0,1.0,2.0,50.0,2,0,84,92.0,0,pink
3,1.5,2.0,2.0,475.0,1,350,28,99.0,1,purple
4,1.0,3.0,3.0,300.0,1,0,1,80.0,0,pink
3,1.0,0.0,3.0,99.0,2,76,108,87.0,0,pink
4,1.0,2.0,2.0,250.0,2,79,8,95.0,0,pink
2,1.0,1.0,1.0,70.0,1,0,5,80.0,0,pink
2,1.0,1.0,1.0,120.0,2,0,12,97.0,0,pink
2,1.0,0.0,2.0,130.0,2,6,49,94.0,0,pink
4,1.0,1.0,4.0,74.0,2,214,72,93.0,3,
3,1.0,3.0,3.0,168.0,2,15,11,100.0,0,pink
4,1.5,3.0,3.0,220.0,1,0,5,100.0,0,pink
3,1.0,2.0,3.0,110.0,1,0,7,91.0,0,pink
4,1.0,3.0,3.0,250.0,1,180,9,98.0,3,
2,1.0,1.0,1.0,110.0,2,6,35,95.0,0,pink
4,2.0,2.0,2.0,195.0,2,22,34,97.0,0,pink
2,1.0,1.0,1.0,74.0,1,0,35,92.0,0,pink
2,1.0,1.0,1.0,110.0,1,0,2,100.0,0,pink
6,1.0,4.0,6.0,150.0,1,8,5,92.0,0,pink
2,1.0,1.0,1.0,110.0,1,6,31,99.0,0,pink
4,1.0,1.0,2.0,90.0,2,74,48,96.0,0,pink
2,1.0,1.0,2.0,100.0,1,0,4,100.0,0,pink
4,1.0,2.0,2.0,200.0,2,9,3,93.0,0,pink
5,2.0,3.0,3.0,140.0,1,0,21,96.0,0,pink
2,1.0,1.0,1.0,140.0,1,0,22,98.0,0,pink
3,1.0,1.0,2.0,85.0,2,0,17,96.0,0,pink
4,1.0,1.0,2.0,190.0,1,0,20,93.0,0,pink
2,1.0,1.0,1.0,129.0,1,164,40,96.0,3,
2,1.0,1.0,1.0,125.0,2,249,5,93.0,3,
2,1.5,1.0,1.0,59.0,1,0,5,92.0,0,pink
3,1.0,2.0,2.0,125.0,3,158,3,100.0,3,
3,1.0,2.0,1.0,139.0,3,361,51,91.0,3,
2,1.0,1.0,2.0,130.0,1,0,10,100.0,0,pink
2,1.0,1.0,1.0,100.0,1,0,5,96.0,0,pink
4,1.0,2.0,2.0,111.0,1,0,1,100.0,0,pink
2,1.0,1.0,1.0,59.0,1,71,315,97.0,0,pink
4,1.0,1.0,1.0,149.0,2,0,4,100.0,0,pink
2,1.0,1.0,2.0,180.0,1,0,43,99.0,0,pink
5,1.5,3.0,4.0,125.0,1,0,18,93.0,0,pink
2,1.5,1.0,1.0,100.0,1,0,3,87.0,0,pink
2,1.0,0.0,1.0,100.0,1,21,18,93.0,0,pink
3,1.0,2.0,2.0,180.0,2,0,21,96.0,0,pink
2,1.0,1.0,1.0,99.0,1,0,9,100.0,0,pink
4,1.0,3.0,6.0,170.0,3,188,15,96.0,3,
3,1.0,1.0,2.0,129.0,3,1,12,93.0,0,pink
1,0.5,1.0,1.0,65.0,1,24,76,97.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,28,98.0,0,pink
2,1.0,1.0,1.0,75.0,1,0,43,97.0,0,pink
2,1.0,1.0,1.0,115.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,65.0,1,0,1,100.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,6,100.0,0,pink
2,1.0,1.0,1.0,105.0,1,80,32,99.0,0,pink
2,1.5,1.0,2.0,94.0,1,304,74,90.0,3,
2,1.0,1.0,1.0,75.0,1,0,4,80.0,0,pink
4,1.0,1.0,2.0,120.0,1,0,16,90.0,0,pink
2,1.0,1.0,1.0,100.0,3,0,14,85.0,0,pink
2,1.0,1.0,1.0,95.0,1,0,5,96.0,0,pink
2,1.0,1.0,1.0,79.0,1,64,93,97.0,0,pink
4,1.0,1.0,2.0,139.0,2,35,43,95.0,0,pink
4,1.0,2.0,2.0,200.0,1,11,24,98.0,0,pink
2,1.0,1.0,1.0,125.0,1,0,7,87.0,0,pink
4,2.0,1.0,2.0,65.0,2,0,7,97.0,0,pink
2,1.0,1.0,1.0,90.0,1,0,9,100.0,0,pink
2,1.0,1.0,1.0,85.0,1,0,25,96.0,0,pink
2,1.0,0.0,1.0,120.0,2,15,174,89.0,0,pink
2,1.0,1.0,1.0,150.0,1,0,10,96.0,0,pink
2,1.0,1.0,1.0,145.0,1,330,55,98.0,3,
2,1.0,1.0,1.0,130.0,2,250,25,99.0,3,
2,1.0,1.0,1.0,79.0,1,0,2,100.0,0,pink
4,1.0,2.0,4.0,260.0,2,17,42,99.0,0,pink
2,1.0,1.0,1.0,187.0,2,130,30,94.0,0,pink
4,1.0,2.0,4.0,325.0,4,113,33,98.0,1,purple
2,1.0,1.0,1.0,100.0,1,2,32,85.0,0,pink
8,1.0,4.0,4.0,550.0,6,0,8,93.0,1,purple
2,1.0,1.0,2.0,55.0,1,82,50,87.0,0,pink
3,1.0,1.0,2.0,225.0,2,348,43,99.0,3,
2,1.0,1.0,1.0,70.0,1,0,0,97.0,0,pink
2,1.0,1.0,1.0,199.0,2,15,23,97.0,0,pink
2,1.0,1.0,1.0,225.0,1,0,0,97.0,0,pink
2,1.5,1.0,1.0,250.0,1,0,14,97.0,0,pink
